source_problem,step,p,verifier_uncertainty_bits,verifier_variance,action_entropy_per_token_nats,action_entropy_seq_cumulative_nats,correct_action_entropy_per_token_nats,correct_action_entropy_seq_cumulative_nats,incorrect_action_entropy_per_token_nats,incorrect_action_entropy_seq_cumulative_nats,rollout_count,correct_rollout_count,incorrect_rollout_count,valid_response_tokens_mean
12633,1,0.0,0.0,0.0,1.4107270650565624,706.7166833877563,0.0,0.0,1.4107270650565624,706.7166833877563,32,0,32,493.71875
12633,2,0.0,0.0,0.0,1.182004114612937,564.774778842926,0.0,0.0,1.182004114612937,564.774778842926,32,0,32,467.90625
12633,3,0.0,0.0,0.0,1.285196177661419,661.0690393447876,0.0,0.0,1.285196177661419,661.0690393447876,32,0,32,499.65625
12633,4,0.0,0.0,0.0,1.2432727087289095,582.0624723434448,0.0,0.0,1.2432727087289095,582.0624723434448,32,0,32,461.65625
12633,5,0.0,0.0,0.0,1.2845376934856176,608.6684589385986,0.0,0.0,1.2845376934856176,608.6684589385986,32,0,32,464.65625
12633,6,0.0,0.0,0.0,1.2563268207013607,664.337432384491,0.0,0.0,1.2563268207013607,664.337432384491,32,0,32,513.21875
12633,7,0.0,0.0,0.0,1.2646646313369274,615.1433172225952,0.0,0.0,1.2646646313369274,615.1433172225952,32,0,32,476.59375
12633,8,0.0,0.0,0.0,1.2987140826880932,641.3858184814453,0.0,0.0,1.2987140826880932,641.3858184814453,32,0,32,485.625
12633,9,0.0,0.0,0.0,1.3510294891893864,734.5760450363159,0.0,0.0,1.3510294891893864,734.5760450363159,32,0,32,530.25
12633,10,0.0,0.0,0.0,1.2298916168510914,606.504271030426,0.0,0.0,1.2298916168510914,606.504271030426,32,0,32,477.34375
12633,11,0.0,0.0,0.0,1.2541648168116808,652.7886247634888,0.0,0.0,1.2541648168116808,652.7886247634888,32,0,32,506.375
12633,12,0.0,0.0,0.0,1.1989409402012825,576.1889820098877,0.0,0.0,1.1989409402012825,576.1889820098877,32,0,32,472.9375
12633,13,0.0,0.0,0.0,1.2595220915973186,636.0364489555359,0.0,0.0,1.2595220915973186,636.0364489555359,32,0,32,492.65625
12633,14,0.0,0.0,0.0,1.270944869145751,647.9488949775696,0.0,0.0,1.270944869145751,647.9488949775696,32,0,32,499.4375
12633,15,0.0,0.0,0.0,1.3057992737740278,692.6452751159668,0.0,0.0,1.3057992737740278,692.6452751159668,32,0,32,518.15625
12633,16,0.0,0.0,0.0,1.2890778630971909,650.418475151062,0.0,0.0,1.2890778630971909,650.418475151062,32,0,32,489.625
1296,1,0.0,0.0,0.0,0.47618201933801174,186.21014046669006,0.0,0.0,0.47618201933801174,186.21014046669006,32,0,32,392.8125
1296,2,0.03125,0.20062232431271465,0.0302734375,0.490468667820096,201.00245261192322,0.4517234265804291,164.4273223876953,0.49171851431169816,202.1822955223822,32,1,31,413.40625
1296,3,0.03125,0.20062232431271465,0.0302734375,0.48483394738286734,176.21518874168396,0.3846445381641388,153.47317504882812,0.4880658638092779,176.9488020866148,32,1,31,369.53125
1296,4,0.0,0.0,0.0,0.42995654162950814,173.00961709022522,0.0,0.0,0.42995654162950814,173.00961709022522,32,0,32,446.15625
1296,5,0.03125,0.20062232431271465,0.0302734375,0.5010582162067294,205.17128658294678,0.5281409621238708,192.24330139160156,0.5001845792416604,205.58831836331277,32,1,31,412.34375
1296,6,0.03125,0.20062232431271465,0.0302734375,0.48267731815576553,187.8012707233429,0.4925253093242645,257.09820556640625,0.4823596410212978,185.56588572840536,32,1,31,387.90625
1296,7,0.03125,0.20062232431271465,0.0302734375,0.47003374993801117,184.48973643779755,0.5479632019996643,257.5426940917969,0.46751989664569976,182.1331894167008,32,1,31,392.8125
1296,8,0.0625,0.3372900666170139,0.05859375,0.5062952907755971,201.41434955596924,0.5051912367343903,201.9478530883789,0.5063688943783442,201.3787826538086,32,2,30,414.15625
1296,9,0.0,0.0,0.0,0.5046327821910381,208.26673769950867,0.0,0.0,0.5046327821910381,208.26673769950867,32,0,32,411.875
1296,10,0.03125,0.20062232431271465,0.0302734375,0.49594822991639376,196.42415475845337,0.7832892537117004,405.74383544921875,0.4866791646326742,189.67190699423514,32,1,31,396.5625
1296,11,0.09375,0.4488644887230294,0.0849609375,0.4668542300350964,190.8349826335907,0.5581743816534678,264.9800516764323,0.45740731779871313,183.16480307743467,32,3,29,445.9375
1296,12,0.0625,0.3372900666170139,0.05859375,0.508566421456635,202.38082337379456,0.7758273780345917,331.2183532714844,0.4907490243514379,193.79165471394856,32,2,30,399.28125
1296,13,0.0,0.0,0.0,0.4601631201803684,169.69326257705688,0.0,0.0,0.4601631201803684,169.69326257705688,32,0,32,366.59375
1296,14,0.0,0.0,0.0,0.48474712669849396,181.21445107460022,0.0,0.0,0.48474712669849396,181.21445107460022,32,0,32,371.3125
1296,15,0.09375,0.4488644887230294,0.0849609375,0.5178404860198498,195.72642540931702,0.5156419773896536,208.73934936523438,0.5180679179471115,194.38026086215316,32,3,29,383.71875
1296,16,0.0,0.0,0.0,0.497893781401217,181.54468178749084,0.0,0.0,0.497893781401217,181.54468178749084,32,0,32,368.25
13162,1,0.59375,0.9744894033980523,0.2412109375,0.5706170983612537,366.82333874702454,0.53874534839078,337.7405965704667,0.6171988867796384,409.3288850050706,32,19,13,639.03125
13162,2,0.34375,0.9283620723948676,0.2255859375,0.5488500893115997,371.572238445282,0.47111572189764545,298.1674527254972,0.5895680912903377,410.0223642985026,32,11,21,690.65625
13162,3,0.40625,0.9744894033980523,0.2412109375,0.5760234703775495,376.6903200149536,0.5716341183735774,369.9564866286058,0.5790267112223726,381.29767970034953,32,13,19,654.0
13162,4,0.5,1.0,0.25,0.5499435234814882,376.20987606048584,0.57039182074368,394.68217182159424,0.5294952262192965,357.73758029937744,32,16,16,678.71875
13162,5,0.5625,0.9886994082884974,0.24609375,0.5236579566262662,339.71632862091064,0.5232423436310556,333.0748295254177,0.524192316191537,348.25539888654436,32,18,14,650.8125
13162,6,0.65625,0.9283620723948676,0.2255859375,0.5241640331223607,338.8830382823944,0.5106684906142098,317.89772542317706,0.5499282506379214,378.9459082863548,32,21,11,622.375
13162,7,0.75,0.8112781244591328,0.1875,0.5084503919351846,337.34872126579285,0.5340495565906167,348.38870271046954,0.4316528979688883,304.2287769317627,32,24,8,719.5
13162,8,0.625,0.954434002924965,0.234375,0.5001790835522115,320.48448967933655,0.4024301640689373,244.3779483795166,0.6630939493576685,447.32872517903644,32,20,12,642.71875
13162,9,0.53125,0.9971803988942642,0.2490234375,0.5201531844213605,326.5192668437958,0.43599574969095345,268.07123745188994,0.6155316104491552,392.76036682128904,32,17,15,644.875
13162,10,0.40625,0.9744894033980523,0.2412109375,0.4871075553819537,332.51821398735046,0.39798079201808345,265.9227535541241,0.5480890250519702,378.0835290206106,32,13,19,671.21875
13162,11,0.65625,0.9283620723948676,0.2255859375,0.5190131634008139,349.20017325878143,0.5446863536323819,351.3766899108887,0.4700007093223659,345.0450051047585,32,21,11,667.125
13162,12,0.625,0.954434002924965,0.234375,0.5267569411080331,353.8954041004181,0.5075110115110875,334.53172760009767,0.5588334904362758,386.16819826761883,32,20,12,668.09375
13162,13,0.625,0.954434002924965,0.234375,0.3850629818625748,255.13117146492004,0.403355647996068,252.85595321655273,0.3545752049734195,258.92320187886554,32,20,12,689.59375
13162,14,0.75,0.8112781244591328,0.1875,0.46758471825160086,297.351327419281,0.44669187472512323,286.69254302978516,0.5302632488310337,329.32768058776855,32,24,8,650.8125
13162,15,0.65625,0.9283620723948676,0.2255859375,0.44235096825286746,293.3590370416641,0.3842902162245342,246.76091239565895,0.5531942221251401,382.3190931840376,32,21,11,672.3125
13162,16,0.625,0.954434002924965,0.234375,0.45368937868624926,297.298814535141,0.46559650674462316,299.969425201416,0.433844165255626,292.84779675801593,32,20,12,668.46875
13784,1,0.0,0.0,0.0,0.5831333445385098,421.73411750793457,0.0,0.0,0.5831333445385098,421.73411750793457,32,0,32,736.25
13784,2,0.0625,0.3372900666170139,0.05859375,0.5209108595736325,375.3059024810791,0.670154832303524,623.6590957641602,0.5109612613916397,358.74902292887367,32,2,30,713.46875
13784,3,0.09375,0.4488644887230294,0.0849609375,0.5227025561034679,371.2423713207245,0.29233189423878986,215.8809026082357,0.5465340038825726,387.31424739443025,32,3,29,730.09375
13784,4,0.03125,0.20062232431271465,0.0302734375,0.4999842345714569,359.4248597621918,0.2597930431365967,169.6448516845703,0.5077323375209686,365.54679550663116,32,1,31,743.8125
13784,5,0.09375,0.4488644887230294,0.0849609375,0.5294180209748447,368.0919804573059,0.5110137214263281,354.93231709798175,0.5313219140315878,369.4533249427532,32,3,29,701.78125
13784,6,0.0625,0.3372900666170139,0.05859375,0.5056750848889351,346.4426190853119,0.47823019325733185,364.3698272705078,0.507504744331042,345.2474718729655,32,2,30,701.03125
13784,7,0.125,0.5435644431995964,0.109375,0.4862937075085938,353.78268933296204,0.21667996048927307,154.44821739196777,0.5248099570827824,382.2590424673898,32,4,28,741.71875
13784,8,0.09375,0.4488644887230294,0.0849609375,0.47180063650012016,353.4681897163391,0.45781349142392475,319.1598358154297,0.4732475825424852,357.0173297750539,32,3,29,761.21875
13784,9,0.0625,0.3372900666170139,0.05859375,0.5024681300856173,328.4202675819397,0.44560273736715317,300.2333984375,0.5062591562668483,330.299392191569,32,2,30,670.65625
13784,10,0.0625,0.3372900666170139,0.05859375,0.43891297839581966,303.9443974494934,0.4288244992494583,243.08756256103516,0.43958554367224373,308.00151977539065,32,2,30,699.6875
13784,11,0.09375,0.4488644887230294,0.0849609375,0.43695722753182054,306.957314491272,0.5132008244593939,360.17344156901044,0.42906995888414057,301.45219789702315,32,3,29,753.03125
13784,12,0.125,0.5435644431995964,0.109375,0.4021371644921601,272.6280560493469,0.23515239730477333,179.39013290405273,0.42599213123321533,285.94775935581754,32,4,28,711.15625
13784,13,0.03125,0.20062232431271465,0.0302734375,0.4110397598706186,304.773446559906,0.3268857002258301,242.87608337402344,0.41375440695593435,306.7701356949345,32,1,31,758.4375
13784,14,0.125,0.5435644431995964,0.109375,0.4274177378974855,322.1350498199463,0.3364994712173939,257.1454391479492,0.44040606170892715,331.4192799159459,32,4,28,772.625
13784,15,0.125,0.5435644431995964,0.109375,0.4157105293124914,296.98718333244324,0.3715616688132286,289.16282844543457,0.42201750938381466,298.1049483163016,32,4,28,730.125
13784,16,0.15625,0.6252624052234231,0.1318359375,0.41994913946837187,300.20784974098206,0.3638122469186783,273.3905548095703,0.43034486031090774,305.17401546902124,32,5,27,732.875
13941,1,0.0625,0.3372900666170139,0.05859375,0.16695660003460944,155.50799775123596,0.2067386955022812,144.98976135253906,0.16430446033676466,156.2092135111491,32,2,30,950.96875
13941,2,0.0625,0.3372900666170139,0.05859375,0.17525252443738282,170.2294478416443,0.13937082886695862,157.43597412109375,0.1776446374754111,171.08234608968098,32,2,30,1001.5
13941,3,0.09375,0.4488644887230294,0.0849609375,0.16258831159211695,150.44923663139343,0.18020818382501602,174.0681610107422,0.1607655661887136,148.0058996266332,32,3,29,951.9375
13941,4,0.0625,0.3372900666170139,0.05859375,0.15109688532538712,148.03835201263428,0.14035674184560776,135.54936981201172,0.15181289489070574,148.8709508260091,32,2,30,1003.90625
13941,5,0.0625,0.3372900666170139,0.05859375,0.1712028926704079,163.8403570652008,0.14928071945905685,178.08588409423828,0.17266437088449796,162.89065526326496,32,2,30,971.3125
13941,6,0.125,0.5435644431995964,0.109375,0.16188203799538314,157.16923594474792,0.19292104616761208,175.36217308044434,0.15744789397077902,154.57024492536272,32,4,28,996.5
13941,7,0.0,0.0,0.0,0.16930043417960405,151.4584276676178,0.0,0.0,0.16930043417960405,151.4584276676178,32,0,32,910.25
13941,8,0.0625,0.3372900666170139,0.05859375,0.1628921297378838,153.8253288269043,0.14723042398691177,133.2219123840332,0.16393624345461527,155.1988899230957,32,2,30,952.5
13941,9,0.15625,0.6252624052234231,0.1318359375,0.17370658880099654,158.080424785614,0.16331826746463776,143.40258178710937,0.17563035201143334,160.79854385941118,32,5,27,945.84375
13941,10,0.0,0.0,0.0,0.1663743646349758,149.91884088516235,0.0,0.0,0.1663743646349758,149.91884088516235,32,0,32,917.96875
13941,11,0.125,0.5435644431995964,0.109375,0.1784225576557219,161.40481567382812,0.1911924071609974,146.4268283843994,0.17659829344068254,163.5445281437465,32,4,28,929.09375
13941,12,0.03125,0.20062232431271465,0.0302734375,0.1695621081162244,166.48791456222534,0.1379290223121643,131.03257751464844,0.17058253023893602,167.63163511214717,32,1,31,1024.53125
13941,13,0.09375,0.4488644887230294,0.0849609375,0.17655874881893396,157.86367225646973,0.14970296124617258,144.1443634033203,0.1793369337402541,159.28291110334726,32,3,29,903.9375
13941,14,0.0625,0.3372900666170139,0.05859375,0.15809783153235912,152.52462887763977,0.1980871707201004,212.94580078125,0.1554318755865097,148.4965507507324,32,2,30,975.84375
13941,15,0.0625,0.3372900666170139,0.05859375,0.15407215640880167,159.95723700523376,0.11414308100938797,98.22831726074219,0.1567340947687626,164.0724983215332,32,2,30,1050.21875
13941,16,0.09375,0.4488644887230294,0.0849609375,0.17658547637984157,155.83214402198792,0.21012104054292044,139.03431701660156,0.17311628008710928,157.56985026392442,32,3,29,919.8125
14880,1,0.6875,0.8960382325345574,0.21484375,0.20270553906448185,137.1217908859253,0.19818970798091454,126.97749120538884,0.21264036744832993,159.43925018310546,32,22,10,715.125
14880,2,0.5625,0.9886994082884974,0.24609375,0.2008019471541047,135.853985786438,0.21462445540560615,137.41224119398328,0.1830301508307457,133.85051454816545,32,18,14,689.28125
14880,3,0.625,0.954434002924965,0.234375,0.20750611275434494,129.66945672035217,0.2206162430346012,129.13662643432616,0.1856558956205845,130.55750719706217,32,20,12,653.53125
14880,4,0.71875,0.8571484374283715,0.2021484375,0.21493080630898476,139.4017596244812,0.21809138746365256,135.5508293483568,0.20685376558038923,149.24302588568793,32,23,9,662.1875
14880,5,0.53125,0.9971803988942642,0.2490234375,0.20028449688106775,135.70676040649414,0.21046469842686372,135.18603964412912,0.18874693512916565,136.29691060384116,32,17,15,704.125
14880,6,0.65625,0.9283620723948676,0.2255859375,0.1985534280538559,132.8284673690796,0.19634037145546504,130.29090990339006,0.20277835428714752,137.67289525812322,32,21,11,690.5
14880,7,0.875,0.5435644431995964,0.109375,0.22559809172526002,140.9220905303955,0.23135025958929742,143.10454205104284,0.18533291667699814,125.64492988586426,32,28,4,651.53125
14880,8,0.84375,0.6252624052234231,0.1318359375,0.19446849287487566,129.11734771728516,0.1920920436580976,121.78806785300925,0.2073013186454773,168.695458984375,32,27,5,691.46875
14880,9,0.5,1.0,0.25,0.19085820391774178,142.95804977416992,0.19346662890166044,125.85830879211426,0.1882497789338231,160.0577907562256,32,16,16,800.53125
14880,10,0.59375,0.9744894033980523,0.2412109375,0.18303424469195306,131.95540475845337,0.18772229709123311,136.49401574385794,0.17618247580069762,125.32205024132362,32,19,13,737.53125
14880,11,0.78125,0.7578784625383954,0.1708984375,0.20025070011615753,138.51155042648315,0.20438212871551514,140.15048309326173,0.18549559797559464,132.65821947370256,32,25,7,700.75
14880,12,0.59375,0.9744894033980523,0.2412109375,0.18786715902388096,129.4825587272644,0.17542650276108793,111.87620664897717,0.20604965663873231,155.21491945706882,32,19,13,715.3125
14880,13,0.59375,0.9744894033980523,0.2412109375,0.18888297583907843,128.64873147010803,0.1955175015487169,121.71147035297595,0.17918636134037605,138.78780541053186,32,19,13,706.4375
14880,14,0.71875,0.8571484374283715,0.2021484375,0.19724894408136606,142.076477766037,0.19746900317461594,135.93603913680366,0.19668657084306082,157.76870981852213,32,23,9,705.625
14880,15,0.625,0.954434002924965,0.234375,0.19913604925386608,134.39413785934448,0.20492308512330054,127.66303176879883,0.18949098947147527,145.6126480102539,32,20,12,696.875
14880,16,0.65625,0.9283620723948676,0.2255859375,0.2205704553052783,152.58970880508423,0.23900259747391656,155.9901871454148,0.18538182025605981,146.0978865189986,32,21,11,712.3125
15185,1,0.0,0.0,0.0,0.27646239614114165,137.52278816699982,0.0,0.0,0.27646239614114165,137.52278816699982,32,0,32,491.625
15185,2,0.0,0.0,0.0,0.27493193093687296,147.46147799491882,0.0,0.0,0.27493193093687296,147.46147799491882,32,0,32,531.65625
15185,3,0.0,0.0,0.0,0.28098245430737734,156.27650833129883,0.0,0.0,0.28098245430737734,156.27650833129883,32,0,32,546.21875
15185,4,0.0,0.0,0.0,0.2565319980494678,136.9078266620636,0.0,0.0,0.2565319980494678,136.9078266620636,32,0,32,531.71875
15185,5,0.0,0.0,0.0,0.28156997775658965,143.31112265586853,0.0,0.0,0.28156997775658965,143.31112265586853,32,0,32,514.4375
15185,6,0.0,0.0,0.0,0.2865687939338386,149.32902574539185,0.0,0.0,0.2865687939338386,149.32902574539185,32,0,32,528.125
15185,7,0.0,0.0,0.0,0.2789943106472492,148.87120819091797,0.0,0.0,0.2789943106472492,148.87120819091797,32,0,32,531.03125
15185,8,0.0,0.0,0.0,0.2663428052328527,133.3372359275818,0.0,0.0,0.2663428052328527,133.3372359275818,32,0,32,502.96875
15185,9,0.0,0.0,0.0,0.2769414947833866,149.39604783058167,0.0,0.0,0.2769414947833866,149.39604783058167,32,0,32,573.28125
