source_problem,step,p,verifier_uncertainty_bits,verifier_variance,action_entropy_per_token_nats,action_entropy_seq_cumulative_nats,correct_action_entropy_per_token_nats,correct_action_entropy_seq_cumulative_nats,incorrect_action_entropy_per_token_nats,incorrect_action_entropy_seq_cumulative_nats,rollout_count,correct_rollout_count,incorrect_rollout_count,valid_response_tokens_mean
15185,10,0.0,0.0,0.0,0.31362975342199206,164.97710132598877,0.0,0.0,0.31362975342199206,164.97710132598877,32,0,32,513.0
15185,11,0.0,0.0,0.0,0.25964614003896713,133.8040099143982,0.0,0.0,0.25964614003896713,133.8040099143982,32,0,32,510.5
15185,12,0.0,0.0,0.0,0.29624835262075067,153.36001706123352,0.0,0.0,0.29624835262075067,153.36001706123352,32,0,32,551.71875
15185,13,0.0,0.0,0.0,0.2835894385352731,144.5561957359314,0.0,0.0,0.2835894385352731,144.5561957359314,32,0,32,506.625
15185,14,0.0,0.0,0.0,0.2852842560969293,149.40689945220947,0.0,0.0,0.2852842560969293,149.40689945220947,32,0,32,516.46875
15185,15,0.0,0.0,0.0,0.302772703114897,145.31129789352417,0.0,0.0,0.302772703114897,145.31129789352417,32,0,32,481.03125
15185,16,0.0,0.0,0.0,0.27748975390568376,139.02886056900024,0.0,0.0,0.27748975390568376,139.02886056900024,32,0,32,504.0
15543,1,0.25,0.8112781244591328,0.1875,0.28442272637039423,162.69944214820862,0.26747985929250717,147.0566463470459,0.2900703487296899,167.91370741526285,32,8,24,581.8125
15543,2,0.3125,0.8960382325345574,0.21484375,0.291679578833282,168.78223657608032,0.256942318379879,161.40767669677734,0.3074692426757379,172.13430924849078,32,10,22,592.1875
15543,3,0.21875,0.7578784625383954,0.1708984375,0.2928290800191462,161.580411195755,0.2756528066737311,168.58503069196428,0.2976384365558624,159.6191177368164,32,7,25,560.46875
15543,4,0.3125,0.8960382325345574,0.21484375,0.29340434446930885,189.69071102142334,0.254547318816185,176.73568801879884,0.3110666288570924,195.5793578407981,32,10,22,651.84375
15543,5,0.3125,0.8960382325345574,0.21484375,0.2880860627628863,159.93753337860107,0.2525322437286377,153.24087371826172,0.30424688959663565,162.98146958784625,32,10,22,584.0625
15543,6,0.5,1.0,0.25,0.26316255098208785,158.95224499702454,0.25137878581881523,149.94046306610107,0.27494631614536047,167.964026927948,32,16,16,601.0
15543,7,0.3125,0.8960382325345574,0.21484375,0.2745541543699801,169.67999911308289,0.27654607146978377,183.98137741088868,0.273648737506433,163.17937261408025,32,10,22,634.3125
15543,8,0.4375,0.9886994082884974,0.24609375,0.27327928179875016,165.8993902206421,0.2618063134806497,149.55937957763672,0.28220270160171723,178.60828738742404,32,14,18,610.53125
15543,9,0.40625,0.9744894033980523,0.2412109375,0.2889745645225048,166.1952404975891,0.2910997707110185,161.93372462346002,0.2875204760777323,169.11101451673005,32,13,19,581.78125
15543,10,0.4375,0.9886994082884974,0.24609375,0.2675924268551171,160.7334179878235,0.2523826797093664,152.976500919887,0.27942223019070095,166.76657570732965,32,14,18,605.5
15543,11,0.4375,0.9886994082884974,0.24609375,0.25022247759625316,148.28541445732117,0.2542567646929196,149.31105259486608,0.24708469874329037,147.48769590589734,32,14,18,596.125
15543,12,0.46875,0.9971803988942642,0.2490234375,0.26779618579894304,167.97816252708435,0.25167983373006186,156.71786244710287,0.28201649644795584,177.91372142118567,32,15,17,633.28125
15543,13,0.375,0.954434002924965,0.234375,0.26418803399428725,162.3319022655487,0.2585899047553539,156.31549263000488,0.26754691153764726,165.941748046875,32,12,20,628.65625
15543,14,0.5,1.0,0.25,0.2769541423767805,174.21205234527588,0.2549239955842495,159.10554218292236,0.2989842891693115,189.3185625076294,32,16,16,623.59375
15543,15,0.40625,0.9744894033980523,0.2412109375,0.2771382280625403,169.02436661720276,0.2593331027489442,157.16471569354718,0.28932068222447443,177.13886461759867,32,13,19,628.4375
15543,16,0.375,0.954434002924965,0.234375,0.2517916182987392,152.24039483070374,0.2680278929571311,149.10062662760416,0.24204985350370406,154.12425575256347,32,12,20,614.0
15592,1,0.09375,0.4488644887230294,0.0849609375,0.22092775674536824,135.24337697029114,0.15918579200903574,166.4654541015625,0.2273148565456785,132.01350692222857,32,3,29,651.71875
15592,2,0.03125,0.20062232431271465,0.0302734375,0.20782376686111093,132.58828926086426,0.22151429951190948,168.7938995361328,0.2073821367756013,131.42036634875882,32,1,31,736.75
15592,3,0.0625,0.3372900666170139,0.05859375,0.21203774004243314,126.98777866363525,0.2922615483403206,211.34151458740234,0.20668948615590732,121.36419626871745,32,2,30,603.09375
15592,4,0.0625,0.3372900666170139,0.05859375,0.19491513492539525,127.11463689804077,0.16778947412967682,137.2146224975586,0.19672351231177648,126.44130452473958,32,2,30,743.46875
15592,5,0.0625,0.3372900666170139,0.05859375,0.22282271715812385,134.25610768795013,0.1761021614074707,124.25679779052734,0.22593742087483407,134.92272834777833,32,2,30,636.1875
15592,6,0.03125,0.20062232431271465,0.0302734375,0.18893106887117028,123.35470902919769,0.21339814364910126,167.0907440185547,0.18814180839446284,121.94386919083134,32,1,31,727.875
15592,7,0.03125,0.20062232431271465,0.0302734375,0.21075278450734913,133.26503002643585,0.15947580337524414,129.17539978027344,0.2124068806729009,133.39695358276367,32,1,31,687.6875
15592,8,0.03125,0.20062232431271465,0.0302734375,0.21518932026810944,132.39343667030334,0.1838003695011139,138.58547973632812,0.21620186706704478,132.19369334559286,32,1,31,708.21875
15592,9,0.03125,0.20062232431271465,0.0302734375,0.19311031652614474,129.35736668109894,0.22988788783550262,200.2323455810547,0.19192394325810094,127.07107703916488,32,1,31,734.40625
15592,10,0.0,0.0,0.0,0.20447593100834638,118.62192368507385,0.0,0.0,0.20447593100834638,118.62192368507385,32,0,32,627.28125
15592,11,0.03125,0.20062232431271465,0.0302734375,0.19732935284264386,119.41701650619507,0.19443611800670624,123.07806396484375,0.19742268299864185,119.29891820107737,32,1,31,672.5625
15592,12,0.03125,0.20062232431271465,0.0302734375,0.19306859862990677,108.99061214923859,0.40914052724838257,225.43643188476562,0.18609853641640756,105.23429538357642,32,1,31,589.65625
15592,13,0.0,0.0,0.0,0.22695247060619295,130.79369628429413,0.0,0.0,0.22695247060619295,130.79369628429413,32,0,32,626.59375
15592,14,0.03125,0.20062232431271465,0.0302734375,0.22128156735561788,146.14408254623413,0.24904821813106537,161.1342010498047,0.22038586894350667,145.66053033644152,32,1,31,674.375
15592,15,0.0,0.0,0.0,0.2035131718730554,138.1522924900055,0.0,0.0,0.2035131718730554,138.1522924900055,32,0,32,750.90625
15592,16,0.0,0.0,0.0,0.20086807268671691,128.86504650115967,0.0,0.0,0.20086807268671691,128.86504650115967,32,0,32,699.21875
1689,1,0.03125,0.20062232431271465,0.0302734375,0.09166451287455857,126.80532503128052,0.13489821553230286,137.7310791015625,0.09026987730495391,126.452881351594,32,1,31,1469.8125
1689,2,0.0625,0.3372900666170139,0.05859375,0.09679907897952944,128.98208510875702,0.11247386410832405,130.52313232421875,0.09575409330427646,128.87934862772624,32,2,30,1390.875
1689,3,0.0,0.0,0.0,0.086549595114775,116.716139793396,0.0,0.0,0.086549595114775,116.716139793396,32,0,32,1397.21875
1689,4,0.0625,0.3372900666170139,0.05859375,0.10054145415779203,126.64904475212097,0.11761756986379623,102.53250885009766,0.09940304644405842,128.25681381225587,32,2,30,1353.40625
1689,5,0.0,0.0,0.0,0.09916862263344228,134.56202697753906,0.0,0.0,0.09916862263344228,134.56202697753906,32,0,32,1424.84375
1689,6,0.03125,0.20062232431271465,0.0302734375,0.10073199379257858,128.8456404209137,0.1558932662010193,199.6992645263672,0.09895259790843533,126.56003964331842,32,1,31,1336.875
1689,7,0.0,0.0,0.0,0.09787222510203719,130.23453187942505,0.0,0.0,0.09787222510203719,130.23453187942505,32,0,32,1410.875
1689,8,0.03125,0.20062232431271465,0.0302734375,0.10004311450757086,129.4757330417633,0.12160972505807877,113.58348083496094,0.09934741739303835,129.98838633875692,32,1,31,1366.4375
1689,9,0.09375,0.4488644887230294,0.0849609375,0.09724180970806628,122.22207713127136,0.12060731401046117,156.91226959228516,0.09482468857333579,118.63343653185615,32,3,29,1302.25
1689,10,0.0,0.0,0.0,0.10178846691269428,125.98034393787384,0.0,0.0,0.10178846691269428,125.98034393787384,32,0,32,1295.84375
1689,11,0.0,0.0,0.0,0.09311870543751866,127.57576966285706,0.0,0.0,0.09311870543751866,127.57576966285706,32,0,32,1420.875
1689,12,0.09375,0.4488644887230294,0.0849609375,0.10361137823201716,131.5415518283844,0.09998391320308049,101.60308329264323,0.1039866332350106,134.63863478035762,32,3,29,1323.0625
1689,13,0.0625,0.3372900666170139,0.05859375,0.10030802804976702,139.16079664230347,0.12410755082964897,169.29798889160156,0.09872139319777488,137.15165049235026,32,2,30,1443.03125
1689,14,0.03125,0.20062232431271465,0.0302734375,0.09876195271499455,125.89211702346802,0.10842984169721603,112.55017852783203,0.09845008532847127,126.32250213623047,32,1,31,1353.46875
1689,15,0.03125,0.20062232431271465,0.0302734375,0.10782576887868345,129.5397870540619,0.12870727479457855,155.6071014404297,0.10715217191365457,128.69890594482422,32,1,31,1330.03125
1689,16,0.03125,0.20062232431271465,0.0302734375,0.10795694962143898,120.63955187797546,0.12337765097618103,111.16326141357422,0.10745950764225375,120.9452386671497,32,1,31,1214.5
17729,1,0.1875,0.6962122601251458,0.15234375,0.16685363953001797,78.85013628005981,0.14676655704776445,72.8786195119222,0.1714891201028457,80.22817861116849,32,6,26,477.34375
17729,2,0.21875,0.7578784625383954,0.1708984375,0.16750950156711042,85.29544758796692,0.18127647468021937,93.85985129220145,0.16365474909543992,82.89741455078125,32,7,25,528.375
17729,3,0.125,0.5435644431995964,0.109375,0.16796721937134862,79.84085738658905,0.17741673439741135,78.1134262084961,0.16661728865333966,80.08763326917376,32,4,28,483.03125
17729,4,0.21875,0.7578784625383954,0.1708984375,0.16013020649552345,86.02085709571838,0.15336195805243083,80.07101549421039,0.1620253160595894,87.68681274414062,32,7,25,547.09375
17729,5,0.3125,0.8960382325345574,0.21484375,0.16695989831350744,80.40149712562561,0.15889636501669885,69.60696640014649,0.1706251407211477,85.30810200084339,32,10,22,485.09375
17729,6,0.21875,0.7578784625383954,0.1708984375,0.17167230253107846,81.8502447605133,0.17592643627098628,80.73438916887555,0.17048114508390427,82.16268432617187,32,7,25,484.71875
17729,7,0.21875,0.7578784625383954,0.1708984375,0.16938961506821215,82.63089442253113,0.19323451604161943,83.79439544677734,0.16271304279565812,82.30511413574219,32,7,25,499.4375
17729,8,0.25,0.8112781244591328,0.1875,0.17576918052509427,86.71544551849365,0.1813698336482048,83.49188709259033,0.17390229615072408,87.78996499379475,32,8,24,515.03125
17729,9,0.25,0.8112781244591328,0.1875,0.16264847735874355,78.90372002124786,0.15514234639704227,69.45789432525635,0.16515052101264396,82.05232858657837,32,8,24,494.3125
17729,10,0.1875,0.6962122601251458,0.15234375,0.16453654039651155,81.48138868808746,0.16683049748341242,75.84018198649089,0.1640071656841498,82.78320561922513,32,6,26,505.8125
17729,11,0.28125,0.8571484374283715,0.2021484375,0.1656004791148007,81.3762993812561,0.1686394214630127,80.06978013780382,0.16441132776115253,81.88754604173744,32,9,23,507.28125
17729,12,0.28125,0.8571484374283715,0.2021484375,0.17193873366340995,88.27018451690674,0.17179868287510341,88.43348100450304,0.17199353614579077,88.20628589132558,32,9,23,518.4375
17729,13,0.21875,0.7578784625383954,0.1708984375,0.1717701912857592,90.20542132854462,0.15483121148177556,72.30453327723912,0.17651310563087463,95.21766998291015,32,7,25,530.0
17729,14,0.3125,0.8960382325345574,0.21484375,0.15960395615547895,78.59088432788849,0.15819660276174546,70.66502380371094,0.16024366224353964,82.19354820251465,32,10,22,496.03125
17729,15,0.34375,0.9283620723948676,0.2255859375,0.16728868754580617,80.98072636127472,0.17001612890850415,75.75744282115589,0.16586002778439296,83.71673202514648,32,11,21,493.40625
17729,16,0.28125,0.8571484374283715,0.2021484375,0.19259614776819944,96.12267470359802,0.20341787238915762,94.19444020589192,0.1883615598730419,96.87720124617867,32,9,23,506.53125
17768,1,0.6875,0.8960382325345574,0.21484375,0.13163398252800107,69.01611566543579,0.13013303313742985,66.08640844171697,0.13493607118725776,75.46147155761719,32,22,10,522.8125
17768,2,0.84375,0.6252624052234231,0.1318359375,0.13483369117602706,67.93442523479462,0.1343192571291217,68.58699247572157,0.13761163502931595,64.41056213378906,32,27,5,505.96875
17768,3,0.78125,0.7578784625383954,0.1708984375,0.14139569690451026,72.5376216173172,0.13994208604097366,72.55717361450195,0.1465871642742838,72.46779305594308,32,25,7,513.53125
17768,4,0.625,0.954434002924965,0.234375,0.14205636293627322,70.78655695915222,0.1438590683043003,69.37439060211182,0.1390518539895614,73.14016755421956,32,20,12,504.21875
17768,5,0.71875,0.8571484374283715,0.2021484375,0.13977567153051496,72.75617742538452,0.13914984691402185,70.12922121130902,0.1413750011059973,79.46950997246637,32,23,9,525.0625
17768,6,0.6875,0.8960382325345574,0.21484375,0.14484806871041656,74.43258440494537,0.14256827262314883,73.29949639060281,0.14986362010240556,76.92537803649903,32,22,10,512.15625
17768,7,0.75,0.8112781244591328,0.1875,0.13620968628674746,69.82897055149078,0.13621774098525444,69.92702341079712,0.13618552219122648,69.53481197357178,32,24,8,516.59375
17768,8,0.90625,0.4488644887230294,0.0849609375,0.13422697014175355,68.48349559307098,0.13501420000503803,68.31037231971477,0.12661708146333694,70.15702056884766,32,29,3,513.84375
17768,9,0.78125,0.7578784625383954,0.1708984375,0.1427108992356807,70.98814928531647,0.1411457398533821,70.6623551940918,0.14830075417246139,72.15169961111886,32,25,7,499.40625
17768,10,0.71875,0.8571484374283715,0.2021484375,0.13454839773476124,68.77757334709167,0.12826659595188888,66.50125918181047,0.15060189117987952,74.59482065836589,32,23,9,513.15625
17768,11,0.84375,0.6252624052234231,0.1318359375,0.13120328215882182,65.62095880508423,0.13000064067266606,63.653604860659,0.13769754618406296,76.24467010498047,32,27,5,500.9375
17768,12,0.78125,0.7578784625383954,0.1708984375,0.1440319768153131,71.27437353134155,0.14429676979780198,70.5201692199707,0.14308628759213857,73.96796035766602,32,25,7,496.09375
17768,13,0.84375,0.6252624052234231,0.1318359375,0.1266197415534407,63.74186944961548,0.12703476984191825,63.533339465105975,0.12437858879566192,64.8679313659668,32,27,5,505.34375
17768,14,0.8125,0.6962122601251458,0.15234375,0.13595523801632226,69.63067197799683,0.13237172164596045,68.43121807391827,0.1514838089545568,74.82830556233723,32,26,6,513.875
17768,15,0.8125,0.6962122601251458,0.15234375,0.1371379045303911,70.56349301338196,0.13347795605659485,68.48373618492714,0.15299768125017485,79.57577260335286,32,26,6,515.40625
17768,16,0.875,0.5435644431995964,0.109375,0.1311048474162817,65.35718524456024,0.12871674288596427,64.96618502480644,0.1478215791285038,68.09418678283691,32,28,4,501.1875
2119,1,0.09375,0.4488644887230294,0.0849609375,0.19894723943434656,106.40701150894165,0.26835253338019055,147.1385040283203,0.1917673814399489,102.19340883452317,32,3,29,545.34375
2119,2,0.125,0.5435644431995964,0.109375,0.1944447853602469,106.1720941066742,0.17334922030568123,98.8093032836914,0.19745843751089914,107.2239213671003,32,4,28,549.5625
2119,3,0.0625,0.3372900666170139,0.05859375,0.20709045929834247,109.45401895046234,0.24376987665891647,130.1994972229004,0.20464516480763753,108.07098706563313,32,2,30,530.28125
2119,4,0.09375,0.4488644887230294,0.0849609375,0.20918075530789793,102.3850474357605,0.2101848026116689,109.47161102294922,0.20907688834543886,101.6519546508789,32,3,29,503.375
2119,5,0.125,0.5435644431995964,0.109375,0.21241341880522668,98.44784092903137,0.22140179947018623,124.52584266662598,0.21112936442451818,94.722412109375,32,4,28,466.1875
2119,6,0.125,0.5435644431995964,0.109375,0.21870496938936412,111.01495099067688,0.16407187096774578,110.777099609375,0.2265096977353096,111.04892975943429,32,4,28,528.78125
2119,7,0.15625,0.6252624052234231,0.1318359375,0.20395276602357626,118.97118186950684,0.17570532560348512,96.58740692138672,0.20918377350877831,123.11632537841797,32,5,27,581.8125
2119,8,0.0625,0.3372900666170139,0.05859375,0.19659525691531599,107.06012630462646,0.18221373111009598,113.56704330444336,0.19755402530233065,106.626331837972,32,2,30,545.78125
2119,9,0.09375,0.4488644887230294,0.0849609375,0.2163335452787578,115.49520123004913,0.1816220978895823,102.84189860026042,0.21992438466384492,116.80416357106176,32,3,29,542.46875
2119,10,0.21875,0.7578784625383954,0.1708984375,0.21360983769409359,114.85531389713287,0.19890624178307398,100.06674085344586,0.21772684454917907,118.99611434936523,32,7,25,553.78125
2119,11,0.09375,0.4488644887230294,0.0849609375,0.21722281770780683,119.67321586608887,0.15806445479393005,89.92803955078125,0.22334264835406994,122.75030307112068,32,3,29,571.34375
2119,12,0.03125,0.20062232431271465,0.0302734375,0.21488393959589303,117.84907948970795,0.19319035112857819,133.49453735351562,0.215583732772258,117.34438730055287,32,1,31,558.34375
2119,13,0.0625,0.3372900666170139,0.05859375,0.1985427795443684,118.76735293865204,0.22626636922359467,134.00121688842773,0.19669454023241997,117.75176200866699,32,2,30,610.5625
2119,14,0.25,0.8112781244591328,0.1875,0.2000194862484932,100.74505066871643,0.18697216920554638,104.65917110443115,0.20436859192947546,99.44034385681152,32,8,24,503.09375
2119,15,0.1875,0.6962122601251458,0.15234375,0.2121587391011417,122.4302008152008,0.16886823872725168,98.28249867757161,0.2221488545720394,128.002747462346,32,6,26,586.5625
2119,16,0.15625,0.6252624052234231,0.1318359375,0.2083275376353413,120.2476110458374,0.20467444360256196,123.42327117919922,0.20900403653030042,119.65952583595559,32,5,27,583.0625
3075,1,0.15625,0.6252624052234231,0.1318359375,0.09725928329862654,79.68745589256287,0.09134798049926758,75.31787719726563,0.09835396900221154,80.49663713243272,32,5,27,858.6875
3075,2,0.09375,0.4488644887230294,0.0849609375,0.09206195664592087,76.5744172334671,0.10983196645975113,78.06652069091797,0.09022367976862809,76.42006170338598,32,3,29,881.96875
3075,3,0.28125,0.8571484374283715,0.2021484375,0.10319167352281511,83.40004551410675,0.1077704123324818,92.6720208062066,0.10139999311903249,79.77188126937203,32,9,23,861.21875
3075,4,0.375,0.954434002924965,0.234375,0.09933307953178883,85.68500244617462,0.10581772308796644,90.96019617716472,0.09544229339808226,82.51988620758057,32,12,20,897.40625
3075,5,0.3125,0.8960382325345574,0.21484375,0.10076643235515803,83.4805064201355,0.0945483349263668,73.60894393920898,0.10359284027733585,87.9675802751021,32,10,22,864.1875
3075,6,0.25,0.8112781244591328,0.1875,0.09833987697493285,85.56457710266113,0.10136942891404033,83.07498264312744,0.09733002632856369,86.39444192250569,32,8,24,884.5
3075,7,0.375,0.954434002924965,0.234375,0.1156355916755274,86.5511417388916,0.10410690245529015,83.65059757232666,0.12255280520766973,88.29146823883056,32,12,20,807.59375
3075,8,0.34375,0.9283620723948676,0.2255859375,0.10560833604540676,82.65510523319244,0.10256656767292456,83.47944849187678,0.10720164328813553,82.22330638340541,32,11,21,851.6875
3075,9,0.28125,0.8571484374283715,0.2021484375,0.10683607659302652,87.02471160888672,0.08826214571793874,80.07094234890408,0.11410413650066956,89.74575175409731,32,9,23,856.40625
3075,10,0.375,0.954434002924965,0.234375,0.11390924162697047,88.83765065670013,0.11507093471785386,84.6275561650594,0.11321222577244043,91.36370735168457,32,12,20,822.28125
3075,11,0.40625,0.9744894033980523,0.2412109375,0.10299779765773565,84.26080894470215,0.08473351913002822,78.89748705350436,0.11549440928195652,87.93045023867958,32,13,19,878.3125
3075,12,0.21875,0.7578784625383954,0.1708984375,0.09844336495734751,83.29107975959778,0.10259531225476946,78.97422899518695,0.09728081971406936,84.49979797363281,32,7,25,900.78125
3075,13,0.34375,0.9283620723948676,0.2255859375,0.10133576521184295,84.02118587493896,0.11053263091228226,89.47016976096414,0.0965183593687557,81.16695622035435,32,11,21,881.3125
3075,14,0.3125,0.8960382325345574,0.21484375,0.10227578005287796,90.04425251483917,0.09229495488107205,84.59932022094726,0.1068125187673352,92.51922173933549,32,10,22,944.5625
3075,15,0.25,0.8112781244591328,0.1875,0.09599104034714401,78.86788129806519,0.10140381893143058,83.963463306427,0.09418678081904848,77.16935396194458,32,8,24,843.3125
3075,16,0.4375,0.9886994082884974,0.24609375,0.10324494785163552,88.83287560939789,0.10149068757891655,91.26333699907575,0.10460937250819471,86.94251675075955,32,14,18,902.5
3386,1,0.0,0.0,0.0,0.18880114960484207,173.24584889411926,0.0,0.0,0.18880114960484207,173.24584889411926,32,0,32,968.375
3386,2,0.0,0.0,0.0,0.1770442295819521,167.22934794425964,0.0,0.0,0.1770442295819521,167.22934794425964,32,0,32,981.5
3386,3,0.0,0.0,0.0,0.1792576815932989,174.12049007415771,0.0,0.0,0.1792576815932989,174.12049007415771,32,0,32,1066.65625
3386,4,0.0,0.0,0.0,0.2043970951344818,183.59739422798157,0.0,0.0,0.2043970951344818,183.59739422798157,32,0,32,968.0625
3386,5,0.0,0.0,0.0,0.17858733050525188,179.95919704437256,0.0,0.0,0.17858733050525188,179.95919704437256,32,0,32,1054.1875
3386,6,0.0,0.0,0.0,0.21596535155549645,179.68749284744263,0.0,0.0,0.21596535155549645,179.68749284744263,32,0,32,878.75
3386,7,0.0,0.0,0.0,0.19914311985485256,191.3253824710846,0.0,0.0,0.19914311985485256,191.3253824710846,32,0,32,1023.34375
3386,8,0.0,0.0,0.0,0.21569551108404994,189.12204432487488,0.0,0.0,0.21569551108404994,189.12204432487488,32,0,32,936.03125
3386,9,0.0,0.0,0.0,0.18683728040196002,169.0572066307068,0.0,0.0,0.18683728040196002,169.0572066307068,32,0,32,961.875
3386,10,0.0,0.0,0.0,0.18491906858980656,168.1483132839203,0.0,0.0,0.18491906858980656,168.1483132839203,32,0,32,977.125
3386,11,0.0,0.0,0.0,0.21195211168378592,197.45099210739136,0.0,0.0,0.21195211168378592,197.45099210739136,32,0,32,1011.03125
3386,12,0.0,0.0,0.0,0.19657270144671202,167.9539704322815,0.0,0.0,0.19657270144671202,167.9539704322815,32,0,32,913.6875
3386,13,0.0,0.0,0.0,0.16882883803918958,167.35670971870422,0.0,0.0,0.16882883803918958,167.35670971870422,32,0,32,1062.125
3386,14,0.0,0.0,0.0,0.21107770991511643,192.05112385749817,0.0,0.0,0.21107770991511643,192.05112385749817,32,0,32,965.90625
3386,15,0.03125,0.20062232431271465,0.0302734375,0.19400844350457191,175.10175943374634,0.08997459709644318,103.92066192626953,0.1973643740338664,177.39792386947138,32,1,31,952.46875
3386,16,0.0,0.0,0.0,0.18816431006416678,175.35735726356506,0.0,0.0,0.18816431006416678,175.35735726356506,32,0,32,983.34375
3442,1,0.125,0.5435644431995964,0.109375,0.08712673198897392,62.098312735557556,0.09163183812052011,63.19126033782959,0.08648314539875303,61.94217736380441,32,4,28,891.125
3442,2,0.0625,0.3372900666170139,0.05859375,0.10496253619203344,76.44017779827118,0.1811780408024788,111.1014461517334,0.09988150255133708,74.12942657470703,32,2,30,854.6875
3442,3,0.03125,0.20062232431271465,0.0302734375,0.09414361231029034,57.24679213762283,0.05764174833893776,67.5561294555664,0.0953210917932372,56.914232869302076,32,1,31,829.5
3442,4,0.1875,0.6962122601251458,0.15234375,0.09417131589725614,67.28088355064392,0.07147846991817157,59.705031077067055,0.09940812650781411,69.02915719839243,32,6,26,836.8125
3442,5,0.1875,0.6962122601251458,0.15234375,0.09371142653981224,75.34254556894302,0.05986967248221239,61.83255926767985,0.10152106209156606,78.46023471538837,32,6,26,913.40625
3442,6,0.09375,0.4488644887230294,0.0849609375,0.08878738607745618,64.819460272789,0.053910243014494576,52.69884745279948,0.09239536639431427,66.07331677140861,32,3,29,874.8125
3442,7,0.15625,0.6252624052234231,0.1318359375,0.09771127242129296,78.35648590326309,0.09727646708488465,96.37259674072266,0.09779179192803523,75.02016908151133,32,5,27,890.5
3442,8,0.15625,0.6252624052234231,0.1318359375,0.10558614123146981,69.53746747970581,0.06803113967180252,66.36041793823242,0.11254077114992672,70.12580998738606,32,5,27,862.53125
3442,9,0.15625,0.6252624052234231,0.1318359375,0.09413909772410989,67.37055778503418,0.0577905997633934,46.56342697143555,0.10087030105016849,71.22373015792282,32,5,27,887.40625
3442,10,0.15625,0.6252624052234231,0.1318359375,0.10066576435929164,72.98207879066467,0.10318560600280761,92.35819931030274,0.10019912701789979,69.39390832406504,32,5,27,909.6875
3442,11,0.21875,0.7578784625383954,0.1708984375,0.07957159297075123,67.14615714550018,0.08360655073608671,74.43194961547852,0.07844180479645729,65.10613525390625,32,7,25,1025.28125
3442,12,0.09375,0.4488644887230294,0.0849609375,0.09481743967626244,66.7579048871994,0.11384951323270798,83.89900588989258,0.09284860448076807,64.98468754209321,32,3,29,805.15625
3442,13,0.15625,0.6252624052234231,0.1318359375,0.0755316074937582,63.18610942363739,0.05823715254664421,55.20796508789063,0.07873428433581635,64.66354355988679,32,5,27,970.6875
3442,14,0.09375,0.4488644887230294,0.0849609375,0.11016931192716584,65.02789056301117,0.04779695843656858,44.831459045410156,0.11662162435722762,67.11717658207334,32,3,29,833.5
3442,15,0.03125,0.20062232431271465,0.0302734375,0.08082758524687961,62.97795730829239,0.03429451212286949,40.330345153808594,0.08232865212184767,63.708525442307995,32,1,31,886.09375
3442,16,0.09375,0.4488644887230294,0.0849609375,0.10802858014358208,75.21790254116058,0.10322558755675952,81.3247667948405,0.10852544144566717,74.5861579631937,32,3,29,997.65625
3626,1,0.21875,0.7578784625383954,0.1708984375,0.1363702353555709,62.98504954576492,0.11992768517562322,53.65451158796038,0.14097414940595626,65.5976001739502,32,7,25,451.78125
3626,2,0.1875,0.6962122601251458,0.15234375,0.1259844098240137,54.05444896221161,0.12224550048510234,55.705572764078774,0.12684723505607018,53.67342039254996,32,6,26,431.53125
3626,3,0.03125,0.20062232431271465,0.0302734375,0.1274871532805264,55.15334290266037,0.10255663841962814,63.48255920410156,0.12829136343732958,54.88465850583969,32,1,31,435.8125
3626,4,0.0625,0.3372900666170139,0.05859375,0.13640429079532623,59.704182863235474,0.1574467569589615,80.02605819702148,0.13500145971775054,58.34939117431641,32,2,30,437.03125
3626,5,0.03125,0.20062232431271465,0.0302734375,0.12303416943177581,56.135484755039215,0.13096696138381958,67.05508422851562,0.12277827291719375,55.783239610733524,32,1,31,447.875
3626,6,0.25,0.8112781244591328,0.1875,0.13219469832256436,58.51370632648468,0.11203016433864832,52.340331077575684,0.1389162096505364,60.57149807612101,32,8,24,445.5
3626,7,0.1875,0.6962122601251458,0.15234375,0.12593997828662395,58.12982702255249,0.12186421702305476,62.11959457397461,0.12688053857821685,57.20911143376277,32,6,26,459.0
3626,8,0.15625,0.6252624052234231,0.1318359375,0.1291788190137595,55.937716245651245,0.10758851766586304,46.60093765258789,0.13317702296707365,57.66674931844076,32,5,27,431.9375
3626,9,0.09375,0.4488644887230294,0.0849609375,0.12947594816796482,58.69549298286438,0.12759451816479364,61.287244160970054,0.12967057885794803,58.427380792025865,32,3,29,450.625
3626,10,0.0625,0.3372900666170139,0.05859375,0.12225035950541496,55.5320046544075,0.11961571499705315,69.8579273223877,0.12242600247263909,54.57694314320882,32,2,30,453.90625
3626,11,0.09375,0.4488644887230294,0.0849609375,0.12829194334335625,55.82787036895752,0.09616139531135559,49.5029665629069,0.13161579313977012,56.48217076268689,32,3,29,438.03125
3626,12,0.0625,0.3372900666170139,0.05859375,0.13694626174401492,62.99408829212189,0.15460458025336266,76.44284439086914,0.1357690405100584,62.0975045522054,32,2,30,498.40625
3626,13,0.1875,0.6962122601251458,0.15234375,0.13004729337990284,59.60581302642822,0.1291458954413732,66.75951258341472,0.1302553082887943,57.95495928250826,32,6,26,460.9375
3626,14,0.09375,0.4488644887230294,0.0849609375,0.1276069434825331,56.78196561336517,0.10687971611817677,47.735329945882164,0.12975113941677685,57.71782447551859,32,3,29,438.59375
