num_sources,num_targets,num_records,positive_cells,positive_cell_fraction,significant_cells,diag_mean_delta_common,offdiag_mean_delta_common,offdiag_mean_positive_delta_common,offdiag_to_diag_ratio,near_additivity_score_1_minus_ratio,A_verifier_uncertainty_total_bits,verifier_uncertainty_bound_total_bits,verifier_uncertainty_bound_fraction,A_verifier_uncertainty_mean_bits,verifier_uncertainty_delta_mean_bits,verifier_variance_delta_mean,action_entropy_start_mean,action_entropy_final_mean,action_entropy_shrink_mean,action_entropy_shrink_positive_fraction,action_entropy_seq_start_mean,action_entropy_seq_final_mean,action_entropy_seq_shrink_mean,correct_action_entropy_start_mean,correct_action_entropy_final_mean,correct_action_entropy_shrink_mean,correct_action_entropy_shrink_positive_fraction,correct_action_entropy_valid_source_count,correct_action_entropy_seq_start_mean,correct_action_entropy_seq_final_mean,correct_action_entropy_seq_shrink_mean,incorrect_action_entropy_start_mean,incorrect_action_entropy_final_mean,incorrect_action_entropy_shrink_mean,directed_2d_explained,directed_16d_explained,anchor_distance_2d_explained,anchor_distance_knn_edges
40,40,1600,608,0.38,42,0.07064453125,0.009146133814102559,0.02556740785256409,0.1294669757484244,0.8705330242515756,265.50621601360825,640.0,0.4148534625212629,6.637655400340206,-0.04707529745535931,-0.0130859375,0.2811858332846896,0.26843547552271046,0.012750357761979103,0.425,167.61647336483003,162.57105807065963,5.04541529417038,0.21669541986870572,0.20158719811403503,0.015108221754670702,0.45161290322580644,31,146.02997762672095,130.8668613191956,15.163116307525321,0.2851268411981142,0.2701922330943327,0.014934608103781532,0.4831829582418339,0.9532668527966062,0.24216815348848175,200
