source_problem,source_num_steps,A_verifier_uncertainty_bits,verifier_uncertainty_bound_bits,verifier_uncertainty_bound_fraction,A_verifier_variance,verifier_variance_bound,verifier_variance_bound_fraction,verifier_uncertainty_start_bits,verifier_uncertainty_final_bits,verifier_uncertainty_delta_bits,verifier_variance_start,verifier_variance_final,verifier_variance_delta,action_entropy_start_per_token_nats,action_entropy_final_per_token_nats,action_entropy_shrink_per_token_nats,action_entropy_start_seq_nats,action_entropy_final_seq_nats,action_entropy_shrink_seq_nats,action_entropy_cumulative_per_token_nats,correct_action_entropy_start_per_token_nats,correct_action_entropy_final_per_token_nats,correct_action_entropy_shrink_per_token_nats,correct_action_entropy_start_step,correct_action_entropy_final_step,correct_action_entropy_start_seq_nats,correct_action_entropy_final_seq_nats,correct_action_entropy_shrink_seq_nats,incorrect_action_entropy_start_per_token_nats,incorrect_action_entropy_final_per_token_nats,incorrect_action_entropy_shrink_per_token_nats,source_p_start,source_p_final,source_p_max,verifier_sharpness_final,self_delta_p_common,mean_delta_p_common_offdiag,mean_positive_delta_p_common_offdiag
7690,16,3.1189851754432563,16.0,0.19493657346520352,0.5478515625,4.0,0.136962890625,0.2006223243127146,0.2006223243127146,0.0,0.0302734375,0.0302734375,0.0,0.2496541221626103,0.2916923747397959,-0.04203825257718563,115.8426284790039,142.55942296981812,-26.71679449081421,4.645004699239507,0.2735790014266968,0.28633272647857666,-0.012753725051879883,1,16,140.3460235595703,112.52876281738281,27.8172607421875,0.24888235186376878,0.2918652666191901,-0.04298291475542132,0.03125,0.03125,0.125,0.7993776756872853,0.01953125,-0.017788461538461534,0.009435096153846143
7790,16,3.799217360947152,16.0,0.237451085059197,0.685546875,4.0,0.17138671875,0.3372900666170139,0.0,0.3372900666170139,0.05859375,0.0,0.05859375,0.18124680314213037,0.23584857769310474,-0.05460177455097437,157.68721461296082,192.28858733177185,-34.601372718811035,3.562187634408474,0.18184871226549149,0.1551392674446106,0.02670944482088089,1,15,198.72150421142578,180.8923797607422,17.829124450683594,0.18120667586723962,0.23584857769310474,-0.05464190182586512,0.0625,0.0,0.125,1.0,-0.0171875,-0.011237980769230767,0.009755608974358966
8354,16,10.49916233050677,16.0,0.6561976456566732,2.3115234375,4.0,0.577880859375,0.3372900666170139,0.9886994082884974,-0.6514093416714836,0.05859375,0.24609375,-0.1875,0.0768510001944378,0.08144410862587392,-0.0045931084314361215,56.26076138019562,65.84106409549713,-9.580302715301514,1.2921464873943478,0.05235268175601959,0.07480585016310215,-0.022453168407082558,1,16,51.28810119628906,64.23209487067328,-12.943993674384217,0.07848422142366568,0.08997901236372334,-0.011494790940057661,0.0625,0.5625,0.5625,0.01130059171150255,0.30390625,0.01899038461538461,0.028585737179487165
863,16,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3265556611586362,0.3848217655904591,-0.058266104431822896,168.8919394016266,212.65728282928467,-43.76534342765808,5.629620462656021,,,,0,0,,,,0.3265556611586362,0.3848217655904591,-0.058266104431822896,0.0,0.0,0.0,1.0,-0.00078125,-0.00124198717948719,0.01814903846153845
8993,16,12.404615853586712,16.0,0.7752884908491695,2.8466796875,4.0,0.711669921875,0.9886994082884974,0.8571484374283715,0.1315509708601259,0.24609375,0.2021484375,0.0439453125,0.19880705862306058,0.21476870216429234,-0.01596164354123175,84.27163636684418,94.51339662075043,-10.24176025390625,2.9395916124340147,0.16399245088299116,0.1944839993248815,-0.030491548441890337,1,16,67.8366133371989,79.54635935244353,-11.709746015244633,0.24356869714600698,0.2666073871983422,-0.02303869005233522,0.5625,0.71875,0.875,0.14285156257162845,0.25,0.021173878205128206,0.03549679487179486
9187,16,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1908490585628897,0.19357252400368452,-0.0027234654407948256,47.528252363204956,49.65771806240082,-2.129465699195862,3.0662507698871195,,,,0,0,,,,0.1908490585628897,0.19357252400368452,-0.0027234654407948256,0.0,0.0,0.0,1.0,0.0,0.0035456730769230734,0.016706730769230755
9195,16,12.258446886064004,16.0,0.7661529303790002,2.7841796875,4.0,0.696044921875,0.6962122601251458,0.6252624052234231,0.07094985490172268,0.15234375,0.1318359375,0.0205078125,0.10866978717967868,0.11899301689118147,-0.01032322971150279,61.287905514240265,73.97481083869934,-12.686905324459076,1.7123993667773902,0.10348239913582802,0.09601524174213409,0.007467157393693927,1,16,61.11978085835775,58.94985809326172,2.1699227650960324,0.1098668767282596,0.12324816043730136,-0.013381283709041764,0.1875,0.15625,0.34375,0.37473759477657687,0.30390625,0.016586538461538458,0.024379006410256397
9622,16,5.577121849537489,16.0,0.3485701155960931,1.0859375,4.0,0.271484375,0.3372900666170139,0.5435644431995964,-0.20627437658258252,0.05859375,0.109375,-0.05078125,0.1509666759520769,0.16482691862620413,-0.013860242674127221,117.8494336605072,133.52772665023804,-15.678292989730835,2.6582738960860297,0.21969662606716156,0.1615209523588419,0.058175673708319664,1,16,204.23025512695312,151.06336975097656,53.16688537597656,0.14638467927773793,0.1652991995215416,-0.018914520243803662,0.0625,0.125,0.21875,0.4564355568004036,0.0281249999999999,0.004427083333333328,0.018589743589743576
9857,16,4.699543387612984,16.0,0.2937214617258115,0.876953125,4.0,0.21923828125,0.8112781244591328,0.2006223243127146,0.6106558001464182,0.1875,0.0302734375,0.1572265625,0.1663998793810606,0.16982489125803113,-0.0034250118769705296,46.749871253967285,49.68813943862915,-2.9382681846618652,2.7267751719336957,0.16804255793491998,0.16989125792057283,-0.0018486999856528463,1,16,46.36396074295044,49.4834228023406,-3.119462059390159,0.16147184371948242,0.16776752471923828,-0.006295680999755859,0.75,0.96875,1.0,0.7993776756872853,0.2445312499999999,0.03413461538461538,0.043609775641025625
9940,16,0.0,16.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1838445079047233,0.1850204630754888,-0.0011759551707655191,140.80107522010803,137.48623776435852,3.3148374557495117,3.158935636281967,,,,0,0,,,,0.1838445079047233,0.1850204630754888,-0.0011759551707655191,0.0,0.0,0.0,1.0,-0.0015625,-0.014042467948717953,0.012920673076923062
