source_problem,9337,3595,14376,12008,11149
11149,0.4732046385154853,0.041167083832867116,,,
3595,0.23735006680858484,,,,
12592,,,0.2543701575520748,,
12008,,0.0,0.22579242373283576,,
14376,,,,0.256244911593464,0.06076370941285039
