condition,eval_step,reward_model,raw_score,calibrated_z,r01
ir_ps,1.0,imagereward,-0.5650396542623639,-0.16213698073018837,0.46402698099486955
ir_ps,1.0,pickscore,19.750861263275148,-0.5129451843245403,0.384345953232095
ir_ps,2.0,hpsv2,0.2167999267578125,-0.15224787286369962,0.4683370472217086
ir_ps,2.0,imagereward,-0.3135476475581527,-0.010546067605346758,0.5002274948009641
ir_ps,2.0,pickscore,19.87155361175537,-0.45807259316224397,0.39538040036204275
ir_ps,3.0,hpsv2,0.21671905517578124,-0.15343371287013294,0.4655968020054053
ir_ps,3.0,imagereward,-0.5088368213735521,-0.12825980558864064,0.47086528522515464
ir_ps,3.0,pickscore,20.053522062301635,-0.3753409161587281,0.41407737525655275
ir_ps,4.0,hpsv2,0.2126129150390625,-0.21364306112130454,0.4552081110603117
ir_ps,4.0,imagereward,-0.6428175413515419,-0.20901887204467634,0.4537659732019135
ir_ps,4.0,pickscore,19.834301042556763,-0.47500941662388474,0.39370896534894173
ir_ps,5.0,hpsv2,0.21466064453125,-0.18361669718482282,0.45858598157547925
ir_ps,5.0,imagereward,-0.49699165066704154,-0.12111993555041929,0.4722173344393895
ir_ps,5.0,pickscore,19.92039680480957,-0.4358661103381623,0.40063713028055703
ir_ps,6.0,hpsv2,0.21196746826171875,-0.22310740683302716,0.44994999551135983
ir_ps,6.0,imagereward,-0.5855461466126144,-0.17449760380167303,0.4600464366242771
ir_ps,6.0,pickscore,19.728542375564576,-0.5230924323975202,0.38259997628687914
ir_ps,7.0,hpsv2,0.21568603515625,-0.16858114087683795,0.46105940829303904
ir_ps,7.0,imagereward,-0.6352767362259328,-0.20447352863727328,0.4533621275638713
ir_ps,7.0,pickscore,19.89336085319519,-0.44815796428168353,0.4011889088769559
ir_ps,8.0,hpsv2,0.22100677490234374,-0.09056181818942236,0.48129320357742555
ir_ps,8.0,imagereward,-0.2958390911575407,0.00012805389088359627,0.5004075730860651
ir_ps,8.0,pickscore,20.161422300338746,-0.32628423839348536,0.4236527440152086
ir_ps,9.0,hpsv2,0.22419586181640624,-0.04379944812440985,0.49145404924334873
ir_ps,9.0,imagereward,-0.31869873870164156,-0.013650971893414882,0.4992071923190628
ir_ps,9.0,pickscore,20.282253980636597,-0.2713483002339616,0.43615934664136874
ir_ps,10.0,hpsv2,0.2206512451171875,-0.0957750393497802,0.48010100708635406
ir_ps,10.0,imagereward,-0.4212982905562967,-0.07549452690603736,0.4843661973509521
ir_ps,10.0,pickscore,20.112052774429323,-0.3487300176430961,0.4241808879012242
no_rl,0.0,hpsv2,0.2098876953125,-0.25360363190413343,0.444728364819958
no_rl,0.0,imagereward,-0.6795454008504749,-0.2311571890096064,0.44747125178127484
no_rl,0.0,pickscore,19.780486011505126,-0.49947633796949537,0.3848364288391103
no_rl,1.0,hpsv2,0.2173736572265625,-0.14383512111994617,0.46967884761389345
no_rl,1.0,imagereward,-0.42479307297617197,-0.07760106406856684,0.4843427841658413
no_rl,1.0,pickscore,19.799472951889037,-0.4908439546392468,0.38999930125878135
no_rl,2.0,hpsv2,0.2167388916015625,-0.1531428464534606,0.4669138610701262
no_rl,2.0,imagereward,-0.5966482626274228,-0.18118958549269415,0.45981270692147025
no_rl,2.0,pickscore,19.86496205329895,-0.4610694351067092,0.39478468084646406
no_rl,3.0,hpsv2,0.2147369384765625,-0.1824979801976216,0.4624541723293345
no_rl,3.0,imagereward,-0.5792563318274915,-0.17070631524678734,0.46279179074381604
no_rl,3.0,pickscore,19.855262660980223,-0.46547924895100073,0.39350701717697295
no_rl,4.0,hpsv2,0.2175537109375,-0.1411949490301512,0.4718390314528098
no_rl,4.0,imagereward,-0.34346440052613614,-0.028578878904517914,0.4948564307786043
no_rl,4.0,pickscore,19.91288661956787,-0.4392806045418971,0.402762757640507
no_rl,5.0,hpsv2,0.21780242919921874,-0.1375479316518751,0.47120180641958076
no_rl,5.0,imagereward,-0.4148289971984923,-0.07159505471113989,0.4840045660510512
no_rl,5.0,pickscore,19.8348610162735,-0.4747548254322558,0.39489616875557826
no_rl,6.0,hpsv2,0.217529296875,-0.1415529384660556,0.4680271482095056
no_rl,6.0,imagereward,-0.5215521876816638,-0.13592420023332027,0.4681337617956777
no_rl,6.0,pickscore,20.007015895843505,-0.3964848734245923,0.4097965392933152
no_rl,7.0,hpsv2,0.21110076904296876,-0.23581603180763344,0.44587401899104095
no_rl,7.0,imagereward,-0.6726739139296114,-0.2270152880780026,0.4487838651415963
no_rl,7.0,pickscore,19.860734701156616,-0.4629913942758388,0.39268246691483555
no_rl,8.0,hpsv2,0.21978759765625,-0.10843891564489842,0.47485992815215383
no_rl,8.0,imagereward,-0.5604134144727141,-0.15934843916484026,0.46369509547573085
no_rl,8.0,pickscore,19.983561754226685,-0.40714826294520723,0.40492466261884374
no_rl,9.0,hpsv2,0.215960693359375,-0.16455375972291345,0.46370765845857365
no_rl,9.0,imagereward,-0.39820429729297757,-0.06157424541334187,0.4852940777349418
no_rl,9.0,pickscore,19.87516369819641,-0.456431272897669,0.3963366461837423
no_rl,10.0,hpsv2,0.2144927978515625,-0.1860778745566656,0.4570568473748328
no_rl,10.0,imagereward,-0.4873416854068637,-0.11530326143586636,0.47400976914869897
no_rl,10.0,pickscore,19.89582018852234,-0.4470398312464338,0.39803202262195814
pickscore,0.0,hpsv2,0.208843994140625,-0.2689076802890466,0.44195137056564543
pickscore,0.0,imagereward,-0.4978402379201725,-0.12163143537203994,0.4731873503385081
pickscore,0.0,pickscore,19.663179636001587,-0.5528095017101219,0.37515138330868825
pickscore,1.0,hpsv2,0.2111480712890625,-0.23512242727556867,0.44781134508276166
pickscore,1.0,imagereward,-0.5417333642020822,-0.14808873387697588,0.46688285446779154
pickscore,1.0,pickscore,19.725483465194703,-0.5244831613065335,0.3825976008723076
pickscore,2.0,hpsv2,0.2158660888671875,-0.165940968787043,0.4659444043080196
pickscore,2.0,imagereward,-0.35287584718316795,-0.0342517820367561,0.4930871382494858
pickscore,2.0,pickscore,19.932012033462524,-0.43058526444233014,0.4014614882210451
pickscore,3.0,hpsv2,0.219744873046875,-0.10906539715773114,0.4745863178282323
pickscore,3.0,imagereward,-0.3620277549140155,-0.03976824384377168,0.49234423836262253
pickscore,3.0,pickscore,20.103629684448244,-0.3525595625867072,0.41973230001381284
pickscore,4.0,hpsv2,0.214007568359375,-0.1931929145952656,0.45950466144734525
pickscore,4.0,imagereward,-0.5382220514118672,-0.14597223276383448,0.46841412825382694
pickscore,4.0,pickscore,19.86362829208374,-0.4616758275979643,0.3972652504768866
pickscore,5.0,hpsv2,0.2124755859375,-0.2156567516982668,0.45118820654004554
pickscore,5.0,imagereward,-0.491351846861653,-0.11772045172623027,0.4728195437200253
pickscore,5.0,pickscore,19.901549911499025,-0.44443482148125935,0.39922825602082845
pickscore,6.0,hpsv2,0.2155181884765625,-0.1710423182486807,0.46126253047091686
pickscore,6.0,imagereward,-0.49048370206728575,-0.11719716327731548,0.47292046155547746
pickscore,6.0,pickscore,19.83782148361206,-0.47340885349647177,0.39475739753050887
pickscore,7.0,hpsv2,0.217022705078125,-0.14898121926107194,0.465475321577966
pickscore,7.0,imagereward,-0.6657816641032696,-0.2228608719661278,0.44907081334035015
pickscore,7.0,pickscore,19.914158058166503,-0.43870254693270105,0.4032620751591793
pickscore,8.0,hpsv2,0.22274017333984375,-0.06514456824020981,0.48575730196648903
pickscore,8.0,imagereward,-0.31257429644465445,-0.009959364329883176,0.49653329619156417
pickscore,8.0,pickscore,20.12493052482605,-0.3428751681724557,0.41987422447888506
pickscore,9.0,hpsv2,0.2222930908203125,-0.07170024978520917,0.4851500477485239
pickscore,9.0,imagereward,-0.2867398596834391,0.005612764224105718,0.503422966446937
pickscore,9.0,pickscore,20.196515321731567,-0.3103292500302125,0.428330960850763
pickscore,10.0,hpsv2,0.22072296142578124,-0.09472344538181104,0.4799718670456742
pickscore,10.0,imagereward,-0.4261484807706438,-0.07841805824628707,0.48356832542508543
pickscore,10.0,pickscore,20.087141036987305,-0.36005610087050316,0.42154814592319767
